timestamp,run_dir,test_r2,test_loss,best_val_r2,learning_rate,hidden_dim,dropout_rate,weight_decay,epochs_trained,architecture
2025-06-13T10:52:19.732922,run_20250613_103621,0.021113306537736798,1.0784306526184082,0.08650762469482542,0.002,128,0.1,1e-05,500,numerical_plus_title
2025-06-13T11:51:46.247676,run_20250613_115005,-6.206439797227473,7.939269542694092,-6.20218819771055,0.002,128,0.1,1e-05,10,numerical_plus_title
2025-06-13T11:54:57.533283,run_20250613_115315,-3.9961367283785565,5.504199028015137,-3.9913317366025876,0.002,128,0.1,1e-05,10,numerical_plus_title
2025-06-13T12:53:57.036250,run_20250613_123230,0.08786157534763428,1.0048946142196655,0.08792599574081983,0.001,128,0.15,5e-05,100,numerical_plus_title
2025-06-13T13:55:10.254611,run_20250613_134854,0.08132260995624974,1.0120985507965088,0.08098523432931826,0.003,128,0.1,1e-05,50,numerical_plus_title
2025-06-13T14:08:05.312313,run_20250613_135654,0.09024706988823306,1.0022666454315186,0.09035099134115099,0.003,128,0.1,1e-05,100,numerical_plus_title
2025-06-13T14:59:09.060842,run_20250613_144755,0.081210551368888,1.0122220516204834,0.09030828347754749,0.003,128,0.1,1e-05,100,numerical_plus_title
